[2022-11-14 23:25:58,636] 0	T_sample 17.15	T_update 4.91	ETA 12:14:56	expert_R_avg 0.3341 [0.3716,0.5172,0.2540,0.2063,0.2327,0.7706]	expert_R_range (0.0493, 0.9644)	eps_len 10.46
[2022-11-15 00:11:15,070] 116	T_sample 18.70	T_update 4.96	ETA 12:22:49	expert_R_avg 0.3309 [0.4524,0.5902,0.1939,0.0933,0.2070,0.4229]	expert_R_range (0.0332, 0.9538)	eps_len 67.59
[2022-11-15 00:11:38,526] 117	T_sample 18.42	T_update 4.99	ETA 12:14:29	expert_R_avg 0.3291 [0.4533,0.5894,0.1885,0.0922,0.2027,0.4208]	expert_R_range (0.0485, 0.9576)	eps_len 67.14
[2022-11-15 00:12:02,216] 118	T_sample 18.67	T_update 4.98	ETA 12:21:27	expert_R_avg 0.3307 [0.4530,0.5898,0.1944,0.0936,0.2018,0.4199]	expert_R_range (0.0408, 0.9552)	eps_len 68.29
[2022-11-15 00:12:25,900] 119	T_sample 18.65	T_update 5.00	ETA 12:20:52	expert_R_avg 0.3342 [0.4557,0.5915,0.2008,0.0938,0.2057,0.4161]	expert_R_range (0.0440, 0.9567)	eps_len 69.27
[2022-11-15 00:12:49,803] 120	T_sample 18.88	T_update 4.97	ETA 12:27:05	expert_R_avg 0.3348 [0.4568,0.5940,0.2006,0.0949,0.2066,0.4158]	expert_R_range (0.0427, 0.9535)	eps_len 68.95
[2022-11-15 00:13:13,432] 121	T_sample 18.58	T_update 5.01	ETA 12:18:21	expert_R_avg 0.3359 [0.4581,0.5930,0.2022,0.0962,0.2078,0.4122]	expert_R_range (0.0444, 0.9583)	eps_len 69.60
[2022-11-15 00:13:37,287] 122	T_sample 18.84	T_update 4.98	ETA 12:25:02	expert_R_avg 0.3377 [0.4598,0.5914,0.2043,0.0995,0.2111,0.4093]	expert_R_range (0.0345, 0.9537)	eps_len 68.73
[2022-11-15 00:14:00,834] 123	T_sample 18.52	T_update 4.99	ETA 12:15:01	expert_R_avg 0.3386 [0.4593,0.5953,0.2087,0.0945,0.2111,0.4104]	expert_R_range (0.0478, 0.9575)	eps_len 71.04
[2022-11-15 00:14:24,616] 124	T_sample 18.76	T_update 4.98	ETA 12:21:56	expert_R_avg 0.3439 [0.4637,0.5971,0.2171,0.1021,0.2146,0.4065]	expert_R_range (0.0404, 0.9600)	eps_len 70.10
[2022-11-15 00:14:48,548] 125	T_sample 18.90	T_update 4.99	ETA 12:26:15	expert_R_avg 0.3417 [0.4621,0.5951,0.2128,0.1010,0.2154,0.4050]	expert_R_range (0.0422, 0.9570)	eps_len 70.49
[2022-11-15 00:15:12,262] 126	T_sample 18.72	T_update 4.95	ETA 12:19:01	expert_R_avg 0.3446 [0.4641,0.5990,0.2198,0.1004,0.2127,0.4067]	expert_R_range (0.0393, 0.9556)	eps_len 70.35
[2022-11-15 00:15:35,787] 127	T_sample 18.49	T_update 4.99	ETA 12:12:45	expert_R_avg 0.3469 [0.4665,0.5986,0.2231,0.1016,0.2154,0.4020]	expert_R_range (0.0427, 0.9580)	eps_len 70.67
[2022-11-15 00:15:59,893] 128	T_sample 19.09	T_update 4.98	ETA 12:30:30	expert_R_avg 0.3480 [0.4656,0.5972,0.2272,0.1029,0.2192,0.3995]	expert_R_range (0.0377, 0.9544)	eps_len 70.71
[2022-11-15 00:16:23,702] 129	T_sample 18.76	T_update 5.01	ETA 12:20:50	expert_R_avg 0.3492 [0.4676,0.5995,0.2283,0.1035,0.2185,0.3977]	expert_R_range (0.0333, 0.9510)	eps_len 71.17
[2022-11-15 00:16:47,481] 130	T_sample 18.75	T_update 4.99	ETA 12:19:16	expert_R_avg 0.3519 [0.4694,0.5989,0.2339,0.1063,0.2185,0.3964]	expert_R_range (0.0394, 0.9530)	eps_len 70.81
[2022-11-15 00:17:11,169] 131	T_sample 18.68	T_update 4.97	ETA 12:16:18	expert_R_avg 0.3540 [0.4705,0.6014,0.2382,0.1057,0.2218,0.3967]	expert_R_range (0.0502, 0.9515)	eps_len 71.52
[2022-11-15 00:17:35,134] 132	T_sample 18.93	T_update 5.00	ETA 12:24:28	expert_R_avg 0.3532 [0.4715,0.6010,0.2347,0.1054,0.2198,0.3956]	expert_R_range (0.0495, 0.9524)	eps_len 71.37
[2022-11-15 00:17:59,021] 133	T_sample 18.83	T_update 5.01	ETA 12:21:41	expert_R_avg 0.3565 [0.4737,0.6021,0.2423,0.1077,0.2191,0.3938]	expert_R_range (0.0369, 0.9525)	eps_len 70.89
[2022-11-15 00:18:22,800] 134	T_sample 18.77	T_update 4.97	ETA 12:17:55	expert_R_avg 0.3561 [0.4720,0.6019,0.2426,0.1086,0.2221,0.3938]	expert_R_range (0.0363, 0.9525)	eps_len 71.64
[2022-11-15 00:18:46,625] 135	T_sample 18.82	T_update 4.97	ETA 12:18:56	expert_R_avg 0.3568 [0.4729,0.6003,0.2446,0.1073,0.2222,0.3887]	expert_R_range (0.0398, 0.9529)	eps_len 71.90
[2022-11-15 00:19:10,211] 136	T_sample 18.53	T_update 5.01	ETA 12:11:05	expert_R_avg 0.3589 [0.4749,0.6012,0.2494,0.1082,0.2204,0.3844]	expert_R_range (0.0322, 0.9531)	eps_len 71.76
[2022-11-15 00:19:33,939] 137	T_sample 18.69	T_update 5.00	ETA 12:15:09	expert_R_avg 0.3653 [0.4782,0.6041,0.2620,0.1132,0.2274,0.3841]	expert_R_range (0.0437, 0.9584)	eps_len 72.60
[2022-11-15 00:19:57,753] 138	T_sample 18.77	T_update 5.00	ETA 12:17:24	expert_R_avg 0.3651 [0.4794,0.6054,0.2607,0.1122,0.2245,0.3831]	expert_R_range (0.0514, 0.9536)	eps_len 71.35
[2022-11-15 00:20:21,319] 139	T_sample 18.56	T_update 4.96	ETA 12:09:19	expert_R_avg 0.3665 [0.4796,0.6054,0.2646,0.1108,0.2279,0.3811]	expert_R_range (0.0480, 0.9585)	eps_len 72.35
[2022-11-15 00:20:45,375] 140	T_sample 19.03	T_update 4.98	ETA 12:23:51	expert_R_avg 0.3689 [0.4804,0.6057,0.2692,0.1127,0.2341,0.3771]	expert_R_range (0.0592, 0.9495)	eps_len 72.29
[2022-11-15 00:21:09,443] 141	T_sample 19.05	T_update 4.98	ETA 12:24:07	expert_R_avg 0.3718 [0.4837,0.6070,0.2740,0.1152,0.2321,0.3755]	expert_R_range (0.0697, 0.9516)	eps_len 72.63
[2022-11-15 00:21:33,431] 142	T_sample 18.96	T_update 4.99	ETA 12:21:13	expert_R_avg 0.3711 [0.4836,0.6090,0.2728,0.1130,0.2300,0.3767]	expert_R_range (0.0587, 0.9529)	eps_len 72.98
[2022-11-15 00:21:57,149] 143	T_sample 18.74	T_update 4.94	ETA 12:12:30	expert_R_avg 0.3751 [0.4849,0.6101,0.2823,0.1141,0.2344,0.3763]	expert_R_range (0.0429, 0.9503)	eps_len 73.01
[2022-11-15 00:22:20,896] 144	T_sample 18.75	T_update 4.96	ETA 12:12:58	expert_R_avg 0.3752 [0.4864,0.6076,0.2814,0.1108,0.2352,0.3713]	expert_R_range (0.0450, 0.9574)	eps_len 72.34
[2022-11-15 00:22:44,680] 145	T_sample 18.76	T_update 4.98	ETA 12:13:44	expert_R_avg 0.3757 [0.4856,0.6081,0.2845,0.1142,0.2335,0.3690]	expert_R_range (0.0564, 0.9508)	eps_len 73.35
[2022-11-15 00:23:08,164] 146	T_sample 18.46	T_update 4.99	ETA 12:04:05	expert_R_avg 0.3809 [0.4897,0.6120,0.2930,0.1162,0.2389,0.3684]	expert_R_range (0.0469, 0.9505)	eps_len 72.69
[2022-11-15 00:23:31,979] 147	T_sample 18.78	T_update 4.99	ETA 12:13:51	expert_R_avg 0.3792 [0.4874,0.6084,0.2923,0.1151,0.2376,0.3663]	expert_R_range (0.0419, 0.9497)	eps_len 73.40
[2022-11-15 00:23:55,547] 148	T_sample 18.54	T_update 4.99	ETA 12:05:51	expert_R_avg 0.3820 [0.4902,0.6107,0.2962,0.1160,0.2400,0.3655]	expert_R_range (0.0505, 0.9510)	eps_len 72.59
[2022-11-15 00:24:19,238] 149	T_sample 18.68	T_update 4.98	ETA 12:09:17	expert_R_avg 0.3857 [0.4930,0.6127,0.3020,0.1172,0.2457,0.3629]	expert_R_range (0.0468, 0.9500)	eps_len 72.97
[2022-11-15 00:24:42,677] 150	T_sample 18.43	T_update 4.97	ETA 12:00:54	expert_R_avg 0.3855 [0.4926,0.6110,0.3039,0.1164,0.2410,0.3618]	expert_R_range (0.0707, 0.9497)	eps_len 72.43
[2022-11-15 00:25:06,502] 151	T_sample 18.80	T_update 4.99	ETA 12:12:36	expert_R_avg 0.3849 [0.4921,0.6123,0.3029,0.1123,0.2424,0.3623]	expert_R_range (0.0495, 0.9492)	eps_len 72.71
[2022-11-15 00:25:30,309] 152	T_sample 18.76	T_update 5.01	ETA 12:11:39	expert_R_avg 0.3877 [0.4925,0.6109,0.3101,0.1158,0.2470,0.3578]	expert_R_range (0.0389, 0.9498)	eps_len 72.76
[2022-11-15 00:25:54,091] 153	T_sample 18.76	T_update 4.98	ETA 12:10:30	expert_R_avg 0.3898 [0.4946,0.6121,0.3145,0.1180,0.2435,0.3576]	expert_R_range (0.0549, 0.9529)	eps_len 72.98
[2022-11-15 00:26:17,513] 154	T_sample 18.42	T_update 4.96	ETA 11:59:02	expert_R_avg 0.3914 [0.4966,0.6135,0.3151,0.1203,0.2483,0.3543]	expert_R_range (0.0428, 0.9547)	eps_len 73.37
[2022-11-15 00:26:41,412] 155	T_sample 18.88	T_update 4.98	ETA 12:13:17	expert_R_avg 0.3923 [0.4974,0.6147,0.3191,0.1179,0.2430,0.3535]	expert_R_range (0.0229, 0.9480)	eps_len 72.73
[2022-11-15 00:27:05,236] 156	T_sample 18.79	T_update 4.99	ETA 12:10:34	expert_R_avg 0.3929 [0.4973,0.6139,0.3219,0.1189,0.2407,0.3540]	expert_R_range (0.0358, 0.9528)	eps_len 72.41
[2022-11-15 00:27:28,914] 157	T_sample 18.65	T_update 4.99	ETA 12:05:44	expert_R_avg 0.3952 [0.4999,0.6141,0.3237,0.1200,0.2456,0.3515]	expert_R_range (0.0666, 0.9494)	eps_len 72.85
[2022-11-15 00:27:52,390] 158	T_sample 18.46	T_update 4.98	ETA 11:59:06	expert_R_avg 0.3971 [0.4998,0.6133,0.3286,0.1231,0.2501,0.3485]	expert_R_range (0.0393, 0.9519)	eps_len 72.66
[2022-11-15 00:28:16,260] 159	T_sample 18.84	T_update 4.99	ETA 12:10:48	expert_R_avg 0.3967 [0.4995,0.6124,0.3282,0.1221,0.2506,0.3465]	expert_R_range (0.0271, 0.9515)	eps_len 73.00
[2022-11-15 00:28:39,896] 160	T_sample 18.60	T_update 4.99	ETA 12:03:01	expert_R_avg 0.3989 [0.5014,0.6140,0.3327,0.1209,0.2515,0.3439]	expert_R_range (0.0194, 0.9515)	eps_len 73.01
[2022-11-15 00:29:03,347] 161	T_sample 18.41	T_update 5.00	ETA 11:57:10	expert_R_avg 0.3995 [0.5021,0.6135,0.3343,0.1225,0.2484,0.3431]	expert_R_range (0.0515, 0.9532)	eps_len 73.65
[2022-11-15 00:29:27,010] 162	T_sample 18.64	T_update 4.98	ETA 12:03:18	expert_R_avg 0.3996 [0.5014,0.6130,0.3348,0.1206,0.2527,0.3437]	expert_R_range (0.0597, 0.9545)	eps_len 74.00
[2022-11-15 00:29:50,497] 163	T_sample 18.44	T_update 5.01	ETA 11:57:31	expert_R_avg 0.4037 [0.5043,0.6149,0.3426,0.1236,0.2556,0.3414]	expert_R_range (0.0443, 0.9469)	eps_len 73.50
[2022-11-15 00:30:14,119] 164	T_sample 18.59	T_update 5.00	ETA 12:01:15	expert_R_avg 0.4050 [0.5058,0.6141,0.3448,0.1198,0.2569,0.3401]	expert_R_range (0.0733, 0.9499)	eps_len 72.78
[2022-11-15 00:30:37,534] 165	T_sample 18.39	T_update 4.99	ETA 11:54:31	expert_R_avg 0.4080 [0.5077,0.6164,0.3507,0.1246,0.2586,0.3361]	expert_R_range (0.0556, 0.9516)	eps_len 73.88
[2022-11-15 00:31:01,170] 166	T_sample 18.62	T_update 4.98	ETA 12:00:54	expert_R_avg 0.4104 [0.5107,0.6180,0.3564,0.1234,0.2502,0.3382]	expert_R_range (0.0368, 0.9491)	eps_len 73.56
[2022-11-15 00:31:25,023] 167	T_sample 18.84	T_update 4.97	ETA 12:07:07	expert_R_avg 0.4081 [0.5085,0.6118,0.3515,0.1224,0.2561,0.3333]	expert_R_range (0.0470, 0.9476)	eps_len 72.94
[2022-11-15 00:31:48,892] 168	T_sample 18.83	T_update 5.00	ETA 12:07:13	expert_R_avg 0.4109 [0.5107,0.6162,0.3576,0.1214,0.2548,0.3339]	expert_R_range (0.0695, 0.9484)	eps_len 73.43
[2022-11-15 00:32:12,555] 169	T_sample 18.66	T_update 4.97	ETA 12:00:32	expert_R_avg 0.4103 [0.5109,0.6133,0.3558,0.1261,0.2535,0.3291]	expert_R_range (0.0530, 0.9515)	eps_len 73.82
[2022-11-15 00:32:36,074] 170	T_sample 18.50	T_update 4.98	ETA 11:55:33	expert_R_avg 0.4130 [0.5113,0.6156,0.3643,0.1215,0.2556,0.3290]	expert_R_range (0.0551, 0.9467)	eps_len 73.64
[2022-11-15 00:32:59,832] 171	T_sample 18.73	T_update 4.99	ETA 12:02:40	expert_R_avg 0.4158 [0.5141,0.6155,0.3679,0.1252,0.2571,0.3279]	expert_R_range (0.0582, 0.9510)	eps_len 73.48
[2022-11-15 00:33:23,747] 172	T_sample 18.89	T_update 4.98	ETA 12:07:02	expert_R_avg 0.4122 [0.5128,0.6154,0.3589,0.1222,0.2556,0.3283]	expert_R_range (0.0501, 0.9490)	eps_len 73.35
[2022-11-15 00:33:47,391] 173	T_sample 18.62	T_update 4.99	ETA 11:58:20	expert_R_avg 0.4162 [0.5145,0.6168,0.3685,0.1234,0.2578,0.3277]	expert_R_range (0.0596, 0.9493)	eps_len 73.61
[2022-11-15 00:34:10,933] 174	T_sample 18.50	T_update 5.01	ETA 11:54:53	expert_R_avg 0.4177 [0.5160,0.6170,0.3720,0.1255,0.2549,0.3266]	expert_R_range (0.0791, 0.9491)	eps_len 73.16
[2022-11-15 00:34:34,661] 175	T_sample 18.72	T_update 4.97	ETA 12:00:09	expert_R_avg 0.4189 [0.5169,0.6135,0.3739,0.1258,0.2583,0.3222]	expert_R_range (0.0495, 0.9560)	eps_len 73.42
[2022-11-15 00:34:58,138] 176	T_sample 18.46	T_update 4.98	ETA 11:52:07	expert_R_avg 0.4215 [0.5191,0.6154,0.3783,0.1245,0.2622,0.3195]	expert_R_range (0.0254, 0.9485)	eps_len 73.20
[2022-11-15 00:35:21,951] 177	T_sample 18.79	T_update 4.98	ETA 12:01:57	expert_R_avg 0.4209 [0.5184,0.6150,0.3788,0.1257,0.2581,0.3191]	expert_R_range (0.0380, 0.9515)	eps_len 73.58
[2022-11-15 00:35:45,579] 178	T_sample 18.59	T_update 5.00	ETA 11:55:49	expert_R_avg 0.4230 [0.5193,0.6127,0.3833,0.1257,0.2619,0.3179]	expert_R_range (0.0438, 0.9493)	eps_len 73.65
[2022-11-15 00:36:09,090] 179	T_sample 18.50	T_update 4.97	ETA 11:52:00	expert_R_avg 0.4212 [0.5183,0.6121,0.3800,0.1217,0.2612,0.3160]	expert_R_range (0.0571, 0.9500)	eps_len 73.50
[2022-11-15 00:36:32,769] 180	T_sample 18.64	T_update 4.99	ETA 11:56:26	expert_R_avg 0.4243 [0.5198,0.6128,0.3873,0.1226,0.2642,0.3135]	expert_R_range (0.0374, 0.9474)	eps_len 73.62
[2022-11-15 00:36:56,396] 181	T_sample 18.60	T_update 4.98	ETA 11:54:41	expert_R_avg 0.4243 [0.5202,0.6126,0.3871,0.1235,0.2643,0.3106]	expert_R_range (0.0235, 0.9465)	eps_len 73.89
[2022-11-15 00:37:19,932] 182	T_sample 18.49	T_update 5.00	ETA 11:51:33	expert_R_avg 0.4231 [0.5207,0.6142,0.3819,0.1240,0.2640,0.3116]	expert_R_range (0.0355, 0.9488)	eps_len 73.61
[2022-11-15 00:37:43,521] 183	T_sample 18.57	T_update 4.98	ETA 11:52:45	expert_R_avg 0.4268 [0.5227,0.6129,0.3906,0.1270,0.2665,0.3066]	expert_R_range (0.0432, 0.9489)	eps_len 73.29
[2022-11-15 00:38:06,843] 184	T_sample 18.30	T_update 4.98	ETA 11:44:19	expert_R_avg 0.4277 [0.5229,0.6140,0.3937,0.1252,0.2663,0.3065]	expert_R_range (0.0492, 0.9518)	eps_len 74.13
[2022-11-15 00:38:30,424] 185	T_sample 18.55	T_update 4.99	ETA 11:51:45	expert_R_avg 0.4286 [0.5240,0.6133,0.3946,0.1247,0.2680,0.3035]	expert_R_range (0.0452, 0.9503)	eps_len 74.07
[2022-11-15 00:38:53,697] 186	T_sample 18.26	T_update 4.97	ETA 11:42:00	expert_R_avg 0.4289 [0.5240,0.6124,0.3951,0.1241,0.2705,0.3021]	expert_R_range (0.0521, 0.9490)	eps_len 73.61
[2022-11-15 00:39:17,238] 187	T_sample 18.52	T_update 4.99	ETA 11:49:48	expert_R_avg 0.4302 [0.5254,0.6133,0.3972,0.1273,0.2706,0.2990]	expert_R_range (0.0520, 0.9521)	eps_len 72.93
[2022-11-15 00:39:41,310] 188	T_sample 19.06	T_update 4.97	ETA 12:05:23	expert_R_avg 0.4324 [0.5266,0.6157,0.4022,0.1258,0.2733,0.2979]	expert_R_range (0.0380, 0.9472)	eps_len 74.08
[2022-11-15 00:40:05,182] 189	T_sample 18.85	T_update 4.98	ETA 11:58:56	expert_R_avg 0.4313 [0.5259,0.6122,0.4008,0.1226,0.2719,0.2963]	expert_R_range (0.0337, 0.9489)	eps_len 73.78
[2022-11-15 00:40:28,961] 190	T_sample 18.74	T_update 4.99	ETA 11:55:35	expert_R_avg 0.4308 [0.5252,0.6099,0.4003,0.1222,0.2754,0.2907]	expert_R_range (0.0537, 0.9518)	eps_len 73.85
[2022-11-15 00:40:52,679] 191	T_sample 18.67	T_update 5.01	ETA 11:53:30	expert_R_avg 0.4350 [0.5278,0.6144,0.4083,0.1213,0.2793,0.2920]	expert_R_range (0.0699, 0.9503)	eps_len 74.02
[2022-11-15 00:41:16,207] 192	T_sample 18.52	T_update 4.97	ETA 11:47:24	expert_R_avg 0.4343 [0.5268,0.6122,0.4096,0.1218,0.2729,0.2917]	expert_R_range (0.0603, 0.9490)	eps_len 73.76
[2022-11-15 00:41:39,963] 193	T_sample 18.72	T_update 5.00	ETA 11:53:53	expert_R_avg 0.4359 [0.5280,0.6130,0.4125,0.1239,0.2754,0.2887]	expert_R_range (0.0402, 0.9515)	eps_len 73.98
[2022-11-15 00:42:03,688] 194	T_sample 18.70	T_update 4.99	ETA 11:52:33	expert_R_avg 0.4369 [0.5294,0.6142,0.4140,0.1233,0.2732,0.2900]	expert_R_range (0.0403, 0.9501)	eps_len 73.84
[2022-11-15 00:42:27,232] 195	T_sample 18.53	T_update 4.98	ETA 11:46:42	expert_R_avg 0.4364 [0.5281,0.6129,0.4142,0.1233,0.2749,0.2891]	expert_R_range (0.0630, 0.9480)	eps_len 73.43
[2022-11-15 00:42:50,840] 196	T_sample 18.60	T_update 4.97	ETA 11:48:13	expert_R_avg 0.4357 [0.5289,0.6139,0.4119,0.1207,0.2719,0.2883]	expert_R_range (0.0419, 0.9492)	eps_len 73.90
[2022-11-15 00:43:14,355] 197	T_sample 18.51	T_update 4.97	ETA 11:45:04	expert_R_avg 0.4362 [0.5304,0.6119,0.4104,0.1239,0.2741,0.2861]	expert_R_range (0.0270, 0.9480)	eps_len 73.60
[2022-11-15 00:43:37,935] 198	T_sample 18.56	T_update 4.99	ETA 11:46:37	expert_R_avg 0.4393 [0.5311,0.6131,0.4204,0.1236,0.2716,0.2858]	expert_R_range (0.0696, 0.9495)	eps_len 74.16
[2022-11-15 00:44:01,415] 199	T_sample 18.45	T_update 5.00	ETA 11:43:12	expert_R_avg 0.4387 [0.5328,0.6154,0.4160,0.1264,0.2683,0.2870]	expert_R_range (0.0643, 0.9498)	eps_len 73.94
[2022-11-15 00:44:25,129] 200	T_sample 18.70	T_update 4.97	ETA 11:49:40	expert_R_avg 0.4397 [0.5324,0.6125,0.4199,0.1283,0.2683,0.2850]	expert_R_range (0.0517, 0.9441)	eps_len 73.59
[2022-11-15 00:44:48,703] 201	T_sample 18.52	T_update 5.02	ETA 11:45:12	expert_R_avg 0.4440 [0.5340,0.6149,0.4307,0.1251,0.2750,0.2813]	expert_R_range (0.0682, 0.9544)	eps_len 73.96
[2022-11-15 00:45:12,591] 202	T_sample 18.82	T_update 5.02	ETA 11:54:15	expert_R_avg 0.4414 [0.5315,0.6113,0.4275,0.1230,0.2723,0.2799]	expert_R_range (0.0795, 0.9450)	eps_len 73.80
[2022-11-15 00:45:36,438] 203	T_sample 18.81	T_update 4.99	ETA 11:52:38	expert_R_avg 0.4402 [0.5301,0.6100,0.4264,0.1232,0.2719,0.2781]	expert_R_range (0.0217, 0.9461)	eps_len 74.20
[2022-11-15 00:46:00,201] 204	T_sample 18.73	T_update 5.00	ETA 11:49:43	expert_R_avg 0.4418 [0.5321,0.6098,0.4282,0.1247,0.2724,0.2758]	expert_R_range (0.0653, 0.9439)	eps_len 74.46
[2022-11-15 00:46:23,825] 205	T_sample 18.58	T_update 5.01	ETA 11:45:09	expert_R_avg 0.4431 [0.5324,0.6099,0.4327,0.1245,0.2721,0.2738]	expert_R_range (0.0457, 0.9466)	eps_len 74.16
[2022-11-15 00:46:47,751] 206	T_sample 18.89	T_update 5.00	ETA 11:53:50	expert_R_avg 0.4420 [0.5322,0.6089,0.4291,0.1240,0.2730,0.2734]	expert_R_range (0.0567, 0.9480)	eps_len 73.58
[2022-11-15 00:47:11,611] 207	T_sample 18.84	T_update 4.98	ETA 11:51:25	expert_R_avg 0.4445 [0.5343,0.6084,0.4338,0.1268,0.2740,0.2697]	expert_R_range (0.0411, 0.9459)	eps_len 74.27
[2022-11-15 00:47:35,474] 208	T_sample 18.83	T_update 5.00	ETA 11:51:09	expert_R_avg 0.4461 [0.5347,0.6090,0.4385,0.1237,0.2763,0.2682]	expert_R_range (0.0295, 0.9479)	eps_len 74.31
[2022-11-15 00:47:59,384] 209	T_sample 18.89	T_update 4.98	ETA 11:52:06	expert_R_avg 0.4449 [0.5344,0.6086,0.4349,0.1241,0.2762,0.2681]	expert_R_range (0.0675, 0.9456)	eps_len 74.06
[2022-11-15 00:48:23,155] 210	T_sample 18.73	T_update 5.00	ETA 11:47:25	expert_R_avg 0.4461 [0.5359,0.6082,0.4371,0.1275,0.2730,0.2680]	expert_R_range (0.0699, 0.9468)	eps_len 73.92
[2022-11-15 00:48:46,542] 211	T_sample 18.40	T_update 4.95	ETA 11:35:46	expert_R_avg 0.4419 [0.5338,0.6070,0.4280,0.1229,0.2700,0.2691]	expert_R_range (0.0620, 0.9457)	eps_len 74.04
[2022-11-15 00:49:10,337] 212	T_sample 18.77	T_update 4.99	ETA 11:47:32	expert_R_avg 0.4456 [0.5364,0.6092,0.4354,0.1252,0.2717,0.2662]	expert_R_range (0.0415, 0.9468)	eps_len 73.61
[2022-11-15 00:49:33,946] 213	T_sample 18.57	T_update 5.00	ETA 11:41:35	expert_R_avg 0.4449 [0.5357,0.6093,0.4330,0.1238,0.2757,0.2668]	expert_R_range (0.0703, 0.9458)	eps_len 73.98
[2022-11-15 00:49:57,722] 214	T_sample 18.75	T_update 4.99	ETA 11:46:10	expert_R_avg 0.4462 [0.5361,0.6089,0.4383,0.1233,0.2723,0.2664]	expert_R_range (0.0590, 0.9497)	eps_len 73.81
[2022-11-15 00:50:21,587] 215	T_sample 18.86	T_update 4.96	ETA 11:48:24	expert_R_avg 0.4444 [0.5348,0.6069,0.4343,0.1212,0.2750,0.2631]	expert_R_range (0.0415, 0.9452)	eps_len 74.22
[2022-11-15 00:50:45,243] 216	T_sample 18.65	T_update 4.97	ETA 11:41:50	expert_R_avg 0.4436 [0.5353,0.6062,0.4317,0.1192,0.2732,0.2637]	expert_R_range (0.0196, 0.9482)	eps_len 73.19
[2022-11-15 00:51:08,859] 217	T_sample 18.59	T_update 4.99	ETA 11:40:13	expert_R_avg 0.4477 [0.5371,0.6073,0.4399,0.1201,0.2806,0.2615]	expert_R_range (0.0403, 0.9492)	eps_len 73.91
[2022-11-15 00:51:32,610] 218	T_sample 18.73	T_update 4.98	ETA 11:43:50	expert_R_avg 0.4466 [0.5366,0.6081,0.4374,0.1225,0.2769,0.2654]	expert_R_range (0.0266, 0.9453)	eps_len 73.65
[2022-11-15 00:51:56,342] 219	T_sample 18.70	T_update 4.99	ETA 11:42:52	expert_R_avg 0.4441 [0.5365,0.6087,0.4304,0.1229,0.2709,0.2692]	expert_R_range (0.0383, 0.9444)	eps_len 73.80
[2022-11-15 00:52:19,883] 220	T_sample 18.50	T_update 4.99	ETA 11:36:38	expert_R_avg 0.4472 [0.5369,0.6074,0.4383,0.1204,0.2809,0.2624]	expert_R_range (0.0531, 0.9489)	eps_len 73.24
[2022-11-15 00:52:43,590] 221	T_sample 18.70	T_update 4.97	ETA 11:41:22	expert_R_avg 0.4480 [0.5376,0.6079,0.4422,0.1188,0.2757,0.2605]	expert_R_range (0.0405, 0.9462)	eps_len 73.46
[2022-11-15 00:53:07,078] 222	T_sample 18.49	T_update 4.96	ETA 11:34:29	expert_R_avg 0.4462 [0.5372,0.6064,0.4368,0.1167,0.2761,0.2614]	expert_R_range (0.0508, 0.9505)	eps_len 73.96
[2022-11-15 00:53:30,824] 223	T_sample 18.71	T_update 5.00	ETA 11:41:43	expert_R_avg 0.4470 [0.5365,0.6067,0.4402,0.1176,0.2774,0.2606]	expert_R_range (0.0624, 0.9432)	eps_len 73.08
[2022-11-15 00:53:54,372] 224	T_sample 18.52	T_update 4.99	ETA 11:35:28	expert_R_avg 0.4484 [0.5390,0.6057,0.4415,0.1197,0.2764,0.2557]	expert_R_range (0.0550, 0.9435)	eps_len 74.16
[2022-11-15 00:54:17,833] 225	T_sample 18.44	T_update 4.99	ETA 11:32:28	expert_R_avg 0.4494 [0.5405,0.6059,0.4427,0.1194,0.2770,0.2535]	expert_R_range (0.0582, 0.9469)	eps_len 73.94
[2022-11-15 00:54:41,463] 226	T_sample 18.60	T_update 4.99	ETA 11:37:06	expert_R_avg 0.4465 [0.5385,0.6046,0.4373,0.1179,0.2740,0.2549]	expert_R_range (0.0516, 0.9484)	eps_len 73.14
[2022-11-15 00:55:05,096] 227	T_sample 18.57	T_update 5.02	ETA 11:36:46	expert_R_avg 0.4467 [0.5389,0.6045,0.4381,0.1193,0.2726,0.2524]	expert_R_range (0.0561, 0.9505)	eps_len 73.71
[2022-11-15 00:55:28,899] 228	T_sample 18.79	T_update 4.98	ETA 11:41:24	expert_R_avg 0.4490 [0.5394,0.6062,0.4450,0.1171,0.2726,0.2543]	expert_R_range (0.0360, 0.9453)	eps_len 73.81
[2022-11-15 00:55:52,716] 229	T_sample 18.79	T_update 4.99	ETA 11:41:26	expert_R_avg 0.4514 [0.5414,0.6046,0.4474,0.1192,0.2813,0.2474]	expert_R_range (0.0716, 0.9482)	eps_len 73.96
[2022-11-15 00:56:16,351] 230	T_sample 18.61	T_update 4.98	ETA 11:35:24	expert_R_avg 0.4480 [0.5401,0.6024,0.4405,0.1138,0.2771,0.2470]	expert_R_range (0.0348, 0.9474)	eps_len 73.33
[2022-11-15 00:56:40,270] 231	T_sample 18.89	T_update 4.99	ETA 11:43:40	expert_R_avg 0.4531 [0.5435,0.6042,0.4508,0.1198,0.2765,0.2489]	expert_R_range (0.0709, 0.9448)	eps_len 73.40
